Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
12486.0,431,1,917.28,1,1,3,113,Lost
12487.0,730,1,285.3,1,1,2,112,Lost
12488.0,9,3,1229.06,5,3,4,534,Loyal Customers
12489.0,336,1,298.93,2,1,2,212,Lost
12490.0,5,20,8681.84,5,5,5,555,Champions
12491.0,38,1,424.40000000000003,4,1,2,412,New Customers
12492.0,63,3,607.21,3,3,3,333,Loyal Customers
12493.0,165,2,415.74,3,2,2,322,Needs Attention
12494.0,15,9,1519.07,5,5,4,554,Champions
12495.0,640,1,277.4,1,1,1,111,Lost
12496.0,620,2,45.34,1,2,1,121,Lost
12497.0,81,3,5996.5,3,3,5,335,Loyal Customers
12498.0,21,3,349.70000000000005,4,3,2,432,Loyal Customers
12499.0,560,1,357.72,1,1,2,112,Lost
12500.0,23,18,5540.66,4,5,5,455,Champions
12501.0,336,1,2002.89,2,1,4,214,Lost
12502.0,95,5,2995.87,3,4,5,345,Loyal Customers
12503.0,584,1,896.0,1,1,3,113,Lost
12504.0,18,4,689.05,5,3,3,533,Loyal Customers
12505.0,408,1,787.2,2,1,3,213,Lost
12506.0,232,1,73.5,2,1,1,211,Lost
12507.0,134,4,1508.06,3,3,4,334,Loyal Customers
12508.0,26,2,397.88,4,2,2,422,New Customers
12509.0,284,1,158.5,2,1,1,211,Lost
12510.0,142,7,2985.45,3,4,5,345,Loyal Customers
12511.0,428,1,3084.02,1,1,5,115,Lost
12512.0,66,2,132.18,3,2,1,321,Needs Attention
12513.0,112,1,558.29,3,1,2,312,Needs Attention
12514.0,267,2,1582.76,2,2,4,224,Lost
12515.0,353,1,278.7,2,1,1,211,Lost
12516.0,77,4,2214.22,3,3,4,334,Loyal Customers
12517.0,28,4,2289.84,4,3,4,434,Loyal Customers
12518.0,0,5,1824.29,5,4,4,544,Champions
12519.0,63,2,604.04,3,2,3,323,Needs Attention
12520.0,79,5,2319.2,3,4,4,344,Loyal Customers
12521.0,142,1,545.68,3,1,2,312,Needs Attention
12522.0,39,2,156.72,4,2,1,421,New Customers
12523.0,19,23,3995.35,5,5,5,555,Champions
12524.0,9,17,9707.83,5,5,5,555,Champions
12525.0,498,3,868.73,1,3,3,133,Needs Attention
12526.0,0,3,1172.66,5,3,3,533,Loyal Customers
12527.0,81,5,707.4300000000001,3,4,3,343,Loyal Customers
12528.0,9,6,1614.28,5,4,4,544,Champions
12529.0,528,1,316.48,1,1,2,112,Lost
12530.0,59,9,3333.06,3,5,5,355,Loyal Customers
12531.0,14,2,1748.7,5,2,4,524,New Customers
12532.0,30,1,313.83000000000004,4,1,2,412,New Customers
12533.0,627,2,1208.89,1,2,4,124,Lost
12534.0,130,1,981.18,3,1,3,313,Needs Attention
12535.0,91,2,716.35,3,2,3,323,Needs Attention
12536.0,59,1,4267.11,3,1,5,315,Needs Attention
12537.0,408,1,612.94,2,1,3,213,Lost
12538.0,29,2,640.45,4,2,3,423,New Customers
12539.0,22,7,11087.15,4,4,5,445,Champions
12540.0,19,32,19202.49,5,5,5,555,Champions
12541.0,29,3,841.18,4,3,3,433,Loyal Customers
12542.0,484,2,481.88,1,2,2,122,Lost
12543.0,448,1,840.25,1,1,3,113,Lost
12544.0,36,1,316.7,4,1,2,412,New Customers
12545.0,75,2,817.39,3,2,3,323,Needs Attention
12546.0,46,2,1021.5,4,2,3,423,New Customers
12547.0,197,3,299.58,2,3,2,232,Needs Attention
12548.0,166,1,67.19999999999999,3,1,1,311,Needs Attention
12549.0,575,5,1570.68,1,4,4,144,At Risk
12550.0,79,1,809.83,3,1,3,313,Needs Attention
12551.0,357,1,168.0,2,1,1,211,Lost
12552.0,39,1,305.07,4,1,2,412,New Customers
12553.0,8,12,4049.05,5,5,5,555,Champions
12554.0,448,1,384.5,1,1,2,112,Lost
12556.0,50,2,599.56,4,2,3,423,New Customers
12557.0,16,8,11979.02,5,4,5,545,Champions
12558.0,7,1,269.96,5,1,1,511,New Customers
12559.0,310,2,525.71,2,2,2,222,Lost
12560.0,5,2,1918.01,5,2,4,524,New Customers
12561.0,302,1,238.85,2,1,1,211,Lost
12562.0,8,9,4426.92,5,5,5,555,Champions
12563.0,408,1,176.24,2,1,1,211,Lost
12564.0,261,1,402.90000000000003,2,1,2,212,Lost
12565.0,288,1,145.92000000000002,2,1,1,211,Lost
12566.0,86,1,297.65,3,1,2,312,Needs Attention
12567.0,22,15,10709.880000000001,4,5,5,455,Champions
12568.0,644,1,52.0,1,1,1,111,Lost
12569.0,2,32,3099.59,5,5,5,555,Champions
12571.0,39,2,519.61,4,2,2,422,New Customers
12572.0,8,2,912.4200000000001,5,2,3,523,New Customers
12573.0,227,5,716.16,2,4,3,243,At Risk
12574.0,315,1,182.45000000000002,2,1,1,211,Lost
12575.0,457,2,568.82,1,2,2,122,Lost
12576.0,35,8,2062.7200000000003,4,4,4,444,Champions
12577.0,35,8,1611.5,4,4,4,444,Champions
12578.0,21,4,3994.25,4,3,5,435,Loyal Customers
12579.0,78,1,386.42,3,1,2,312,Needs Attention
12580.0,246,2,940.4,2,2,3,223,Lost
12581.0,39,1,179.71,4,1,1,411,New Customers
12582.0,238,4,1788.6,2,3,4,234,Needs Attention
12583.0,2,27,12493.58,5,5,5,555,Champions
12584.0,3,9,2254.15,5,5,4,554,Champions
12585.0,234,2,1824.1,2,2,4,224,Lost
12586.0,17,4,2031.47,5,3,4,534,Loyal Customers
12587.0,7,1,104.0,5,1,1,511,New Customers
12588.0,39,3,703.18,4,3,3,433,Loyal Customers
12589.0,28,6,3248.11,4,4,5,445,Champions
12590.0,211,1,9341.26,2,1,5,215,Lost
12591.0,317,3,1114.95,2,3,3,233,Needs Attention
12592.0,92,4,1723.64,3,3,4,334,Loyal Customers
12593.0,108,3,382.1,3,3,2,332,Loyal Customers
12594.0,37,14,4890.110000000001,4,5,5,455,Champions
12595.0,504,1,281.02,1,1,1,111,Lost
12596.0,51,2,450.27,4,2,2,422,New Customers
12597.0,19,4,3180.37,5,3,5,535,Loyal Customers
12598.0,9,10,4136.39,5,5,5,555,Champions
12599.0,29,13,2026.72,4,5,4,454,Champions
12600.0,28,20,4374.15,4,5,5,455,Champions
12601.0,189,6,573.26,2,4,2,242,At Risk
12602.0,58,1,153.12,4,1,1,411,New Customers
12603.0,21,1,613.1999999999999,4,1,3,413,New Customers
12604.0,79,2,204.98,3,2,1,321,Needs Attention
12605.0,376,3,1102.45,2,3,3,233,Needs Attention
12607.0,60,1,1579.51,3,1,4,314,Needs Attention
12608.0,404,1,415.79,2,1,2,212,Lost
12609.0,78,9,3007.01,3,5,5,355,Loyal Customers
12610.0,22,4,1747.54,4,3,4,434,Loyal Customers
12611.0,52,1,1193.32,4,1,3,413,New Customers
12612.0,74,1,522.69,3,1,2,312,Needs Attention
12613.0,57,9,6254.87,4,5,5,455,Champions
12614.0,277,1,315.6,2,1,2,212,Lost
12615.0,2,8,5362.9800000000005,5,4,5,545,Champions
12616.0,95,3,1023.1,3,3,3,333,Loyal Customers
12617.0,29,1,352.98,4,1,2,412,New Customers
12618.0,21,1,137.31,4,1,1,411,New Customers
12619.0,16,9,3085.7,5,5,5,555,Champions
12620.0,14,3,1303.41,5,3,4,534,Loyal Customers
12621.0,1,35,22064.5,5,5,5,555,Champions
12622.0,232,1,162.1,2,1,1,211,Lost
12623.0,276,7,3284.64,2,4,5,245,At Risk
12624.0,106,2,569.13,3,2,2,322,Needs Attention
12625.0,211,4,4663.88,2,3,5,235,Needs Attention
12626.0,23,9,5954.4800000000005,4,5,5,455,Champions
12627.0,10,6,4017.73,5,4,5,545,Champions
12628.0,4,3,732.46,5,3,3,533,Loyal Customers
12629.0,385,2,1198.22,2,2,4,224,Lost
12630.0,9,2,1030.88,5,2,3,523,New Customers
12631.0,57,6,3201.77,4,4,5,445,Champions
12632.0,520,2,714.88,1,2,3,123,Lost
12633.0,58,7,5156.16,4,4,5,445,Champions
12634.0,548,1,360.0,1,1,2,112,Lost
12635.0,89,4,2609.41,3,3,4,334,Loyal Customers
12637.0,67,12,8073.21,3,5,5,355,Loyal Customers
12638.0,33,2,672.13,4,2,3,423,New Customers
12639.0,238,3,1033.27,2,3,3,233,Needs Attention
12640.0,23,3,994.58,4,3,3,433,Loyal Customers
12641.0,115,1,145.9,3,1,1,311,Needs Attention
12642.0,25,3,905.26,4,3,3,433,Loyal Customers
12643.0,128,11,7803.82,3,5,5,355,Loyal Customers
12644.0,129,4,1877.99,3,3,4,334,Loyal Customers
12645.0,33,8,3215.3,4,4,5,445,Champions
12646.0,4,2,1313.77,5,2,4,524,New Customers
12647.0,22,35,13676.55,4,5,5,455,Champions
12648.0,154,4,999.9,3,3,3,333,Loyal Customers
12649.0,107,8,2096.65,3,4,4,344,Loyal Customers
12650.0,3,1,242.44,5,1,1,511,New Customers
12651.0,334,4,377.75,2,3,2,232,Needs Attention
12652.0,331,2,891.0300000000001,2,2,3,223,Lost
12653.0,148,3,4058.83,3,3,5,335,Loyal Customers
12654.0,10,5,529.98,5,4,2,542,Loyal Customers
12655.0,423,1,243.35000000000002,1,1,1,111,Lost
12656.0,17,8,5723.83,5,4,5,545,Champions
12657.0,11,4,1427.18,5,3,4,534,Loyal Customers
12658.0,18,1,632.05,5,1,3,513,New Customers
12659.0,29,1,73.67999999999999,4,1,1,411,New Customers
12660.0,11,1,227.10000000000002,5,1,1,511,New Customers
12661.0,436,1,162.0,1,1,1,111,Lost
12662.0,0,20,6098.9400000000005,5,5,5,555,Champions
12663.0,624,2,185.4,1,2,1,121,Lost
12664.0,8,9,2918.4,5,5,5,555,Champions
12665.0,324,3,259.6,2,3,1,231,Needs Attention
12666.0,394,1,1248.42,2,1,4,214,Lost
12667.0,58,1,460.13,4,1,2,412,New Customers
12668.0,11,9,9839.53,5,5,5,555,Champions
12669.0,150,2,1427.73,3,2,4,324,Needs Attention
12670.0,10,7,3436.29,5,4,5,545,Champions
12671.0,606,1,2585.28,1,1,4,114,Lost
12672.0,329,2,407.05,2,2,2,222,Lost
12673.0,5,3,1140.02,5,3,3,533,Loyal Customers
12674.0,38,4,1778.2,4,3,4,434,Loyal Customers
12675.0,553,2,868.25,1,2,3,123,Lost
12676.0,24,10,2333.09,4,5,4,454,Champions
12677.0,555,2,359.1,1,2,2,122,Lost
12678.0,42,17,32114.18,4,5,5,455,Champions
12679.0,58,4,930.27,4,3,3,433,Loyal Customers
12680.0,0,4,790.81,5,3,3,533,Loyal Customers
12681.0,14,44,26685.21,5,5,5,555,Champions
12682.0,3,51,20721.37,5,5,5,555,Champions
12683.0,4,20,10273.85,5,5,5,555,Champions
12684.0,7,6,2073.63,5,4,4,544,Champions
12685.0,28,6,2575.08,4,4,4,444,Champions
12686.0,371,1,71.14,2,1,1,211,Lost
12687.0,480,1,1810.76,1,1,4,114,Lost
12688.0,113,1,4863.81,3,1,5,315,Needs Attention
12689.0,25,2,1139.6100000000001,4,2,3,423,New Customers
12690.0,205,1,335.01,2,1,2,212,Lost
12691.0,28,6,1044.4,4,4,3,443,Loyal Customers
12692.0,637,1,110.95,1,1,1,111,Lost
12693.0,127,7,1415.02,3,4,4,344,Loyal Customers
12694.0,70,3,1663.35,3,3,4,334,Loyal Customers
12695.0,7,7,1371.1200000000001,5,4,4,544,Champions
12696.0,434,2,731.91,1,2,3,123,Lost
12697.0,28,3,757.59,4,3,3,433,Loyal Customers
12698.0,590,1,285.75,1,1,2,112,Lost
12699.0,417,1,538.51,1,1,2,112,Lost
12700.0,7,4,4462.19,5,3,5,535,Loyal Customers
12701.0,79,6,2248.41,3,4,4,344,Loyal Customers
12702.0,19,1,201.0,5,1,1,511,New Customers
12703.0,71,4,898.53,3,3,3,333,Loyal Customers
12704.0,7,8,1731.48,5,4,4,544,Champions
12705.0,15,13,11071.32,5,5,5,555,Champions
12707.0,291,1,603.42,2,1,3,213,Lost
12708.0,29,18,4521.41,4,5,5,455,Champions
12709.0,15,32,29307.18,5,5,5,555,Champions
12710.0,96,3,1006.42,3,3,3,333,Loyal Customers
12711.0,611,2,1198.2,1,2,4,124,Lost
12712.0,28,21,5954.610000000001,4,5,5,455,Champions
12713.0,0,1,761.35,5,1,3,513,New Customers
12714.0,9,12,12597.380000000001,5,5,5,555,Champions
12715.0,106,1,263.36,3,1,1,311,Needs Attention
12716.0,3,2,963.49,5,2,3,523,New Customers
12717.0,151,3,1027.71,3,3,3,333,Loyal Customers
12718.0,71,1,187.25,3,1,1,311,Needs Attention
12719.0,5,2,572.95,5,2,2,522,New Customers
12720.0,2,29,6905.28,5,5,5,555,Champions
12721.0,31,8,3612.58,4,4,5,445,Champions
12722.0,85,4,979.63,3,3,3,333,Loyal Customers
12723.0,3,5,707.07,5,4,3,543,Loyal Customers
12724.0,5,7,2044.42,5,4,4,544,Champions
12725.0,371,3,1856.16,2,3,4,234,Needs Attention
12726.0,28,11,3690.6,4,5,5,455,Champions
12727.0,10,10,4854.83,5,5,5,555,Champions
12728.0,71,5,926.17,3,4,3,343,Loyal Customers
12729.0,113,1,417.01,3,1,2,312,Needs Attention
12730.0,521,1,678.5,1,1,3,113,Lost
12731.0,23,17,25555.21,4,5,5,455,Champions
12732.0,179,1,218.26000000000002,3,1,1,311,Needs Attention
12733.0,234,4,2265.32,2,3,4,234,Needs Attention
12734.0,352,3,595.25,2,3,2,232,Needs Attention
12735.0,315,2,689.5699999999999,2,2,3,223,Lost
12736.0,332,1,144.0,2,1,1,211,Lost
12737.0,498,1,100.0,1,1,1,111,Lost
12738.0,372,1,137.35,2,1,1,211,Lost
12739.0,99,2,2344.73,3,2,4,324,Needs Attention
12740.0,63,1,427.6,3,1,2,312,Needs Attention
12741.0,533,1,236.07,1,1,1,111,Lost
12742.0,625,1,1185.92,1,1,3,113,Lost
12743.0,134,2,537.18,3,2,2,322,Needs Attention
12744.0,56,8,13141.56,4,4,5,445,Champions
12745.0,486,2,692.65,1,2,3,123,Lost
12746.0,540,1,254.55,1,1,1,111,Lost
12747.0,2,26,8898.48,5,5,5,555,Champions
12748.0,0,321,48788.68,5,5,5,555,Champions
12749.0,3,9,6897.36,5,5,5,555,Champions
12750.0,128,1,275.88,3,1,1,311,Needs Attention
12751.0,444,1,265.72,1,1,1,111,Lost
12752.0,81,1,4096.78,3,1,5,315,Needs Attention
12753.0,22,6,21327.39,4,4,5,445,Champions
12754.0,235,3,3010.74,2,3,5,235,Needs Attention
12755.0,280,11,5235.01,2,5,5,255,At Risk
12756.0,86,1,112.08,3,1,1,311,Needs Attention
12757.0,15,9,4176.75,5,5,5,555,Champions
12758.0,116,7,9885.39,3,4,5,345,Loyal Customers
12759.0,52,8,4553.92,4,4,5,445,Champions
12760.0,455,1,317.8,1,1,2,112,Lost
12761.0,464,1,712.95,1,1,3,113,Lost
12762.0,7,2,1702.52,5,2,4,524,New Customers
12763.0,138,2,494.08,3,2,2,322,Needs Attention
12764.0,316,1,1693.88,2,1,4,214,Lost
12765.0,472,6,1254.1,1,4,4,144,At Risk
12766.0,3,9,8134.99,5,5,5,555,Champions
12767.0,375,1,917.12,2,1,3,213,Lost
12768.0,450,1,168.69,1,1,1,111,Lost
12769.0,238,1,1143.6,2,1,3,213,Lost
12770.0,210,2,3081.45,2,2,5,225,Lost
12771.0,485,1,226.29999999999998,1,1,1,111,Lost
12772.0,59,1,735.87,3,1,3,313,Needs Attention
12773.0,564,1,124.25,1,1,1,111,Lost
12774.0,535,1,83.7,1,1,1,111,Lost
12775.0,17,7,1551.1200000000001,5,4,4,544,Champions
12776.0,667,1,27.5,1,1,1,111,Lost
12777.0,457,1,519.45,1,1,2,112,Lost
12778.0,19,9,1498.33,5,5,4,554,Champions
12779.0,37,14,6419.51,4,5,5,455,Champions
12780.0,598,1,322.4,1,1,2,112,Lost
12781.0,63,2,786.74,3,2,3,323,Needs Attention
12782.0,4,11,3799.84,5,5,5,555,Champions
12783.0,2,4,1295.8700000000001,5,3,4,534,Loyal Customers
12784.0,15,2,1511.15,5,2,4,524,New Customers
12785.0,364,3,904.4,2,3,3,233,Needs Attention
12786.0,609,1,668.5000000000001,1,1,3,113,Lost
12787.0,9,4,799.1800000000001,5,3,3,533,Loyal Customers
12788.0,463,4,384.90000000000003,1,3,2,132,Needs Attention
12789.0,65,3,208.4,3,3,1,331,Loyal Customers
12790.0,192,2,546.85,2,2,2,222,Lost
12791.0,373,5,656.83,2,4,3,243,At Risk
12792.0,256,2,715.01,2,2,3,223,Lost
12793.0,334,3,745.53,2,3,3,233,Needs Attention
12794.0,53,2,844.8100000000001,4,2,3,423,New Customers
12795.0,18,1,318.48,5,1,2,512,New Customers
12796.0,628,1,351.0,1,1,2,112,Lost
12797.0,365,2,468.08000000000004,2,2,2,222,Lost
12798.0,10,4,8510.93,5,3,5,535,Loyal Customers
12799.0,529,1,204.35,1,1,1,111,Lost
12800.0,470,2,500.25,1,2,2,122,Lost
12801.0,500,1,856.22,1,1,3,113,Lost
12802.0,186,5,2186.42,3,4,4,344,Loyal Customers
12803.0,393,1,1017.81,2,1,3,213,Lost
12804.0,465,2,320.73,1,2,2,122,Lost
12805.0,381,4,1230.95,2,3,4,234,Needs Attention
12806.0,572,2,2558.96,1,2,4,124,Lost
12807.0,383,1,250.35,2,1,1,211,Lost
12808.0,36,5,748.7,4,4,3,443,Loyal Customers
12809.0,177,3,1368.74,3,3,4,334,Loyal Customers
12810.0,534,2,534.99,1,2,2,122,Lost
12811.0,261,4,893.9,2,3,3,233,Needs Attention
12812.0,44,1,229.64000000000001,4,1,1,411,New Customers
12813.0,501,3,1621.8,1,3,4,134,Needs Attention
12814.0,101,1,85.92,3,1,1,311,Needs Attention
12815.0,147,2,863.46,3,2,3,323,Needs Attention
12816.0,95,2,452.2,3,2,2,322,Needs Attention
12817.0,281,3,570.98,2,3,2,232,Needs Attention
12818.0,261,1,1182.0800000000002,2,1,3,213,Lost
12819.0,458,1,540.52,1,1,2,112,Lost
12820.0,3,11,2674.52,5,5,4,554,Champions
12821.0,214,2,220.8,2,2,1,221,Lost
12822.0,70,2,948.88,3,2,3,323,Needs Attention
12823.0,74,18,6501.5,3,5,5,355,Loyal Customers
12824.0,59,1,397.12,3,1,2,312,Needs Attention
12825.0,521,2,518.63,1,2,2,122,Lost
12826.0,2,12,2800.75,5,5,4,554,Champions
12827.0,5,3,414.55,5,3,2,532,Loyal Customers
12828.0,2,6,986.16,5,4,3,543,Loyal Customers
12829.0,336,3,385.3,2,3,2,232,Needs Attention
12830.0,37,6,6814.64,4,4,5,445,Champions
12831.0,262,3,451.11,2,3,2,232,Needs Attention
12832.0,32,2,383.03000000000003,4,2,2,422,New Customers
12833.0,145,1,417.38,3,1,2,312,Needs Attention
12834.0,282,1,312.38,2,1,2,212,Lost
12835.0,427,41,5995.16,1,5,5,155,At Risk
12836.0,59,15,6535.9800000000005,3,5,5,355,Loyal Customers
12837.0,173,2,660.16,3,2,3,323,Needs Attention
12838.0,33,10,2971.76,4,5,5,455,Champions
12839.0,2,26,9669.12,5,5,5,555,Champions
12840.0,143,7,3959.4700000000003,3,4,5,345,Loyal Customers
12841.0,4,40,6956.1,5,5,5,555,Champions
12842.0,70,4,1917.99,3,3,4,334,Loyal Customers
12843.0,65,28,6422.17,3,5,5,355,Loyal Customers
12844.0,29,4,635.55,4,3,3,433,Loyal Customers
12845.0,267,4,354.09000000000003,2,3,2,232,Needs Attention
12847.0,22,2,1607.05,4,2,4,424,New Customers
12848.0,675,1,171.2,1,1,1,111,Lost
12849.0,31,6,2985.98,4,4,5,445,Champions
12850.0,445,1,330.0,1,1,2,112,Lost
12851.0,96,2,280.34,3,2,1,321,Needs Attention
12852.0,294,1,311.55,2,1,2,212,Lost
12853.0,134,11,3907.5,3,5,5,355,Loyal Customers
12854.0,78,7,2950.17,3,4,5,345,Loyal Customers
12855.0,372,4,612.84,2,3,3,233,Needs Attention
12856.0,7,6,2161.03,5,4,4,544,Champions
12857.0,210,6,3688.0,2,4,5,245,At Risk
12858.0,383,1,147.27,2,1,1,211,Lost
12859.0,458,1,556.35,1,1,2,112,Lost
12860.0,693,1,54.22,1,1,1,111,Lost
12861.0,619,1,68.25,1,1,1,111,Lost
12862.0,425,2,975.67,1,2,3,123,Lost
