Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
490154,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,4,2009-12-04 10:18:00,3.75,16335.0,United Kingdom
490154,47591D,PINK FAIRY CAKE CHILD'S APRON,6,2009-12-04 10:18:00,1.95,16335.0,United Kingdom
490158,POST,POSTAGE,3,2009-12-04 10:47:00,18.0,12759.0,Netherlands
490161,47591D,PINK FAIRY CAKE CHILD'S APRON,8,2009-12-04 10:57:00,1.95,17160.0,United Kingdom
490164,84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,12,2009-12-04 11:32:00,0.85,14961.0,United Kingdom
490171,84795D,SEASIDE STRIPE HAMMOCK,1,2009-12-04 11:54:00,7.95,15581.0,United Kingdom
490281,47591D,PINK FAIRY CAKE CHILD'S APRON,8,2009-12-04 12:37:00,1.95,13481.0,United Kingdom
490279,85184D,S/4 BLUE ROUND DECOUPAGE BOXES,1,2009-12-04 12:37:00,2.95,16891.0,United Kingdom
490279,84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,1,2009-12-04 12:37:00,0.85,16891.0,United Kingdom
490279,17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",1,2009-12-04 12:37:00,2.55,16891.0,United Kingdom
490286,35599D,PINK AND WHITE CHRISTMAS TREE 120CM,1,2009-12-04 12:59:00,2.95,14527.0,United Kingdom
490289,47591D,PINK FAIRY CAKE CHILD'S APRON,8,2009-12-04 13:01:00,1.95,15309.0,United Kingdom
490291,84924D,LA PALMIERA METAL SIGN CALENDAR,1,2009-12-04 13:22:00,3.75,16541.0,United Kingdom
490292,72801D,S/4 SKY BLUE DINNER CANDLES,2,2009-12-04 13:23:00,1.25,16723.0,United Kingdom
490292,85232D,SET/3 DECOUPAGE STACKING TINS,1,2009-12-04 13:23:00,4.95,16723.0,United Kingdom
490292,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,4,2009-12-04 13:23:00,3.75,16723.0,United Kingdom
490293,35597D,PINK/WHITE CHRISTMAS TREE 30CM,1,2009-12-04 13:31:00,0.65,16699.0,United Kingdom
490294,84926D,LA PALMIERA TILE COASTER,6,2009-12-04 13:41:00,1.25,16710.0,United Kingdom
490294,72800D,S/4 BLUE DINNER CANDLE SILVER FLOCK,1,2009-12-04 13:41:00,2.55,16710.0,United Kingdom
490295,POST,POSTAGE,4,2009-12-04 13:47:00,28.0,12510.0,Spain
490297,35598D,PINK/WHITE CHRISTMAS TREE 60CM,24,2009-12-04 13:59:00,0.65,13162.0,United Kingdom
490297,35600D,PINK AND WHITE CHRISTMAS TREE 180CM,12,2009-12-04 13:59:00,2.95,13162.0,United Kingdom
490299,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,19,2009-12-04 14:14:00,3.75,13680.0,United Kingdom
490300,M,Manual,1,2009-12-04 14:19:00,0.85,12970.0,United Kingdom
490300,M,Manual,1,2009-12-04 14:19:00,0.21,12970.0,United Kingdom
490302,35600D,PINK AND WHITE CHRISTMAS TREE 180CM,1,2009-12-04 14:29:00,9.95,17841.0,United Kingdom
490302,35598D,PINK/WHITE CHRISTMAS TREE 60CM,1,2009-12-04 14:29:00,1.25,17841.0,United Kingdom
490302,35599D,PINK AND WHITE CHRISTMAS TREE 120CM,3,2009-12-04 14:29:00,2.95,17841.0,United Kingdom
490302,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,1,2009-12-04 14:29:00,3.75,17841.0,United Kingdom
490302,85232D,SET/3 DECOUPAGE STACKING TINS,1,2009-12-04 14:29:00,4.95,17841.0,United Kingdom
490305,37492D,PURPLE GREEN FLOWER PIGGY BANK,3,2009-12-04 14:37:00,4.65,17243.0,United Kingdom
490305,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,6,2009-12-04 14:37:00,1.25,17243.0,United Kingdom
490305,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,7,2009-12-04 14:37:00,3.75,17243.0,United Kingdom
490323,79190D,RETRO PLASTIC DAISY TRAY,2,2009-12-04 15:27:00,0.42,14087.0,United Kingdom
490323,16161M,WRAP  PINK FLOCK,25,2009-12-04 15:27:00,0.42,14087.0,United Kingdom
490331,85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,2,2009-12-04 15:30:00,5.95,18181.0,United Kingdom
490331,46776D,WOVEN SUNSET CUSHION COVER ,1,2009-12-04 15:30:00,4.95,18181.0,United Kingdom
490353,90210D,PURPLE ACRYLIC FACETED BANGLE,10,2009-12-04 16:37:00,2.95,15514.0,United Kingdom
490362,16161M,WRAP  PINK FLOCK,25,2009-12-04 17:31:00,0.42,12748.0,United Kingdom
490376,85170D,SET/6 PINK BIRD T-LIGHT CANDLES,6,2009-12-05 13:12:00,2.1,13958.0,United Kingdom
490378,47591D,PINK FAIRY CAKE CHILD'S APRON,8,2009-12-05 13:17:00,1.95,13641.0,United Kingdom
490381,84402D,PINK DRESS JEWELLERY STAND ,6,2009-12-05 13:29:00,2.95,15420.0,United Kingdom
490391,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,12,2009-12-05 15:27:00,3.75,15057.0,United Kingdom
490393,84559D,3D SHEET OF SEA WORLD STICKERS,12,2009-12-05 16:01:00,0.85,17642.0,United Kingdom
490395,POST,POSTAGE,2,2009-12-06 10:16:00,18.0,13813.0,Germany
490397,POST,POSTAGE,2,2009-12-06 10:30:00,15.0,12417.0,Belgium
490399,85129D,BEADED CRYSTAL HEART PINK SMALL,12,2009-12-06 10:38:00,1.25,12975.0,United Kingdom
490399,47591D,PINK FAIRY CAKE CHILD'S APRON,8,2009-12-06 10:38:00,1.95,12975.0,United Kingdom
490400,90003D,CRYSTAL PAIR HEART HAIR SLIDES,3,2009-12-06 10:41:00,3.75,16104.0,United Kingdom
490403,84569D,PACK 6 HEART/ICE-CREAM PATCHES,1,2009-12-06 11:13:00,1.25,17920.0,United Kingdom
490458,POST,POSTAGE,4,2009-12-06 11:57:00,18.0,12583.0,France
490459,90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,6,2009-12-06 11:58:00,4.25,15555.0,United Kingdom
490459,90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,6,2009-12-06 11:58:00,5.95,15555.0,United Kingdom
490459,90161D,ANT COPPER PINK BOUDICCA BRACELET,6,2009-12-06 11:58:00,4.95,15555.0,United Kingdom
490459,90160D,PINK BOUDICCA LARGE BRACELET,6,2009-12-06 11:58:00,6.95,15555.0,United Kingdom
490459,46000M,POLYESTER FILLER PAD 45x45cm,1,2009-12-06 11:58:00,1.55,15555.0,United Kingdom
490461,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,1,2009-12-06 12:07:00,3.75,13736.0,United Kingdom
490461,90214M,"LETTER ""M"" BLING KEY RING",1,2009-12-06 12:07:00,1.25,13736.0,United Kingdom
490461,17165D,ASS COL LARGE SAND FROG P'WEIGHT,3,2009-12-06 12:07:00,1.05,13736.0,United Kingdom
490461,47591D,PINK FAIRY CAKE CHILD'S APRON,1,2009-12-06 12:07:00,1.95,13736.0,United Kingdom
490470,84559D,3D SHEET OF SEA WORLD STICKERS,4,2009-12-06 12:26:00,0.85,16395.0,United Kingdom
490472,47591D,PINK FAIRY CAKE CHILD'S APRON,10,2009-12-06 12:28:00,1.95,16485.0,United Kingdom
490472,85049D,BRIGHT BLUES RIBBONS ,6,2009-12-06 12:28:00,1.25,16485.0,United Kingdom
490471,84559D,3D SHEET OF SEA WORLD STICKERS,2,2009-12-06 12:28:00,0.85,15878.0,United Kingdom
490471,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,2,2009-12-06 12:28:00,3.75,15878.0,United Kingdom
490474,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,6,2009-12-06 12:34:00,3.75,13373.0,United Kingdom
490478,90214D,"LETTER ""D"" BLING KEY RING",1,2009-12-06 12:42:00,1.25,14896.0,United Kingdom
490482,47591D,PINK FAIRY CAKE CHILD'S APRON,3,2009-12-06 12:52:00,1.95,15983.0,United Kingdom
490488,84932D,SMALL ORIENTAL RED FOLDING STOOL,5,2009-12-06 13:07:00,8.5,16718.0,United Kingdom
490490,79190D,RETRO PLASTIC DAISY TRAY,1,2009-12-06 13:10:00,0.42,14546.0,United Kingdom
490490,84845D,GERANIUM SQUARE HANDY TIN,1,2009-12-06 13:10:00,1.25,14546.0,United Kingdom
490494,90175D,TIGRIS EYE CHUNKY CHARM BRACELET,1,2009-12-06 13:29:00,8.95,17561.0,United Kingdom
490496,90060D,FIRE POLISHED GLASS NECKL BRONZE,5,2009-12-06 13:40:00,5.95,15547.0,United Kingdom
490499,35600D,PINK AND WHITE CHRISTMAS TREE 180CM,12,2009-12-06 13:45:00,2.95,17406.0,United Kingdom
490499,35598D,PINK/WHITE CHRISTMAS TREE 60CM,48,2009-12-06 13:45:00,0.65,17406.0,United Kingdom
490501,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,1,2009-12-06 13:49:00,1.25,16710.0,United Kingdom
490503,82613D,METAL SIGN CUPCAKE SINGLE HOOK,2,2009-12-06 14:00:00,1.25,14548.0,United Kingdom
490515,85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,3,2009-12-06 15:08:00,5.95,15479.0,United Kingdom
490524,47591D,PINK FAIRY CAKE CHILD'S APRON,16,2009-12-06 15:35:00,1.95,14123.0,United Kingdom
490526,72753D,S/3 FLWR FAIRY SUMMER CANDLES,8,2009-12-06 15:41:00,2.1,17858.0,United Kingdom
490526,46000M,POLYESTER FILLER PAD 45x45cm,28,2009-12-06 15:41:00,1.55,17858.0,United Kingdom
490526,17165D,ASS COL LARGE SAND FROG P'WEIGHT,7,2009-12-06 15:41:00,1.05,17858.0,United Kingdom
490528,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,1,2009-12-06 15:48:00,3.75,16686.0,United Kingdom
490534,85049D,BRIGHT BLUES RIBBONS ,2,2009-12-06 16:17:00,1.25,17530.0,United Kingdom
490534,85049D,BRIGHT BLUES RIBBONS ,1,2009-12-06 16:17:00,1.25,17530.0,United Kingdom
490542,47591D,PINK FAIRY CAKE CHILD'S APRON,8,2009-12-07 09:42:00,1.95,14911.0,EIRE
490564,POST,POSTAGE,7,2009-12-07 10:42:00,18.0,12471.0,Germany
490613,84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,4,2009-12-07 11:47:00,0.85,16768.0,United Kingdom
490657,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,2,2009-12-07 12:26:00,3.75,14471.0,United Kingdom
490670,84925D,LA PALMIERA WALL THERMOMETER,1,2009-12-07 12:42:00,2.55,14574.0,United Kingdom
490679,72800D,S/4 BLUE DINNER CANDLE SILVER FLOCK,3,2009-12-07 13:24:00,2.55,18162.0,United Kingdom
490680,85184D,S/4 BLUE ROUND DECOUPAGE BOXES,6,2009-12-07 13:32:00,2.95,17441.0,United Kingdom
490681,85184D,S/4 BLUE ROUND DECOUPAGE BOXES,1,2009-12-07 13:35:00,2.95,17988.0,United Kingdom
490682,POST,POSTAGE,2,2009-12-07 13:37:00,18.0,12600.0,Germany
490685,72750D,F.FAIRY S/3 CANDLE/GLASS,32,2009-12-07 13:48:00,1.95,13206.0,United Kingdom
490685,72753D,S/3 FLWR FAIRY SUMMER CANDLES,16,2009-12-07 13:48:00,2.1,13206.0,United Kingdom
490685,72755D,FLOWER FAIRY OIL BURNER SET SUMMER,32,2009-12-07 13:48:00,1.25,13206.0,United Kingdom
490692,17164D,ASS COL SMALL SAND FROG P'WEIGHT,13,2009-12-07 13:57:00,0.42,16018.0,United Kingdom
490695,84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,2,2009-12-07 14:10:00,0.85,14590.0,United Kingdom
490707,16169D,WRAP WINTER FOREST,25,2009-12-07 15:02:00,0.42,17865.0,United Kingdom
490708,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,6,2009-12-07 15:10:00,3.75,15421.0,United Kingdom
490709,79191D,RETRO PLASTIC DAISY TRAY,1,2009-12-07 15:15:00,0.85,17884.0,United Kingdom
490709,84569D,PACK 6 HEART/ICE-CREAM PATCHES,1,2009-12-07 15:15:00,1.25,17884.0,United Kingdom
490711,84029D,LEOPARD PRINT HOT WATER BOTTLE,1,2009-12-07 15:26:00,3.75,17841.0,United Kingdom
490711,17129D,CLEAR COLOUR GLASS GEMS IN BAG,1,2009-12-07 15:26:00,0.85,17841.0,United Kingdom
490711,35598D,PINK/WHITE CHRISTMAS TREE 60CM,3,2009-12-07 15:26:00,1.25,17841.0,United Kingdom
490711,35600D,PINK AND WHITE CHRISTMAS TREE 180CM,1,2009-12-07 15:26:00,9.95,17841.0,United Kingdom
490717,85232D,SET/3 DECOUPAGE STACKING TINS,2,2009-12-07 15:28:00,4.95,17364.0,United Kingdom
490719,16169D,WRAP WINTER FOREST,25,2009-12-07 15:42:00,0.42,13042.0,United Kingdom
