Customer ID,InvoiceDate,Recency
12493.0,2011-06-27 10:17:00,166
12494.0,2011-11-24 09:34:00,16
12495.0,2010-03-09 10:53:00,641
12496.0,2010-03-29 14:06:00,620
12497.0,2011-09-19 12:29:00,82
12498.0,2011-11-18 12:53:00,21
12499.0,2010-05-28 15:12:00,560
12500.0,2011-11-16 16:20:00,23
12501.0,2011-01-07 12:28:00,337
12502.0,2011-09-05 11:52:00,96
12503.0,2010-05-04 13:59:00,584
12504.0,2011-11-21 16:02:00,18
12505.0,2010-10-27 09:18:00,409
12506.0,2011-04-21 08:54:00,233
12507.0,2011-07-28 17:09:00,134
12508.0,2011-11-13 15:37:00,26
12509.0,2011-02-28 14:45:00,284
12510.0,2011-07-20 10:15:00,143
12511.0,2010-10-07 10:39:00,429
12512.0,2011-10-04 14:55:00,66
12513.0,2011-08-19 10:51:00,113
12514.0,2011-03-17 16:38:00,267
12515.0,2010-12-21 15:43:00,353
12516.0,2011-09-23 09:13:00,78
12517.0,2011-11-11 13:57:00,28
12518.0,2011-12-09 10:13:00,1
12519.0,2011-10-07 09:26:00,64
12520.0,2011-09-21 15:23:00,79
12521.0,2011-07-20 10:51:00,143
12522.0,2011-10-31 15:30:00,39
12523.0,2011-11-20 12:55:00,19
12524.0,2011-11-30 15:31:00,9
12525.0,2010-07-29 16:08:00,498
12526.0,2011-12-09 12:09:00,1
12527.0,2011-09-19 11:55:00,82
12528.0,2011-11-30 14:40:00,9
12529.0,2010-06-29 13:10:00,528
12530.0,2011-10-11 12:34:00,60
12531.0,2011-11-25 11:12:00,15
12532.0,2011-11-09 13:47:00,30
12533.0,2010-03-22 10:56:00,628
12534.0,2011-08-01 10:26:00,131
12535.0,2011-09-09 08:48:00,92
12536.0,2011-10-11 14:52:00,59
12537.0,2010-10-27 08:36:00,409
12538.0,2011-11-10 17:16:00,29
12539.0,2011-11-17 13:30:00,22
12540.0,2011-11-20 11:31:00,20
12541.0,2011-11-10 10:40:00,30
12542.0,2010-08-12 19:12:00,484
12543.0,2010-09-17 15:51:00,448
12544.0,2011-11-03 16:15:00,36
12545.0,2011-09-25 13:39:00,75
12546.0,2011-10-24 12:09:00,47
12547.0,2011-05-26 12:38:00,198
12548.0,2011-06-26 15:35:00,166
12549.0,2010-05-13 12:05:00,576
12550.0,2011-09-21 14:35:00,79
12551.0,2010-12-17 11:23:00,358
12552.0,2011-10-31 12:11:00,40
12553.0,2011-12-01 16:38:00,8
12554.0,2010-09-17 12:29:00,449
12556.0,2011-10-20 13:06:00,50
12557.0,2011-11-23 16:59:00,16
12558.0,2011-12-02 10:41:00,8
12559.0,2011-02-02 09:49:00,311
12560.0,2011-12-04 13:54:00,5
12561.0,2011-02-10 11:39:00,303
12562.0,2011-12-01 17:20:00,8
12563.0,2010-10-27 09:52:00,409
12564.0,2011-03-23 14:55:00,261
12565.0,2011-02-24 10:34:00,289
12566.0,2011-09-14 14:30:00,86
12567.0,2011-11-17 11:02:00,23
12568.0,2010-03-05 09:15:00,645
12569.0,2011-12-07 16:24:00,2
12571.0,2011-10-31 10:19:00,40
12572.0,2011-12-01 09:20:00,9
12573.0,2011-04-26 15:52:00,227
12574.0,2011-01-28 09:20:00,316
12575.0,2010-09-08 13:09:00,457
12576.0,2011-11-04 10:11:00,36
12577.0,2011-11-04 13:24:00,35
12578.0,2011-11-18 13:30:00,21
12579.0,2011-09-22 17:15:00,78
12580.0,2011-04-07 10:24:00,247
12581.0,2011-10-31 08:56:00,40
12582.0,2011-04-15 08:45:00,239
12583.0,2011-12-07 08:07:00,3
12584.0,2011-12-06 09:35:00,4
12585.0,2011-04-19 13:39:00,234
12586.0,2011-11-22 16:24:00,17
12587.0,2011-12-02 12:47:00,8
12588.0,2011-10-31 15:01:00,39
12589.0,2011-11-11 10:19:00,29
12590.0,2011-05-12 14:46:00,211
12591.0,2011-01-26 14:35:00,317
12592.0,2011-09-08 15:04:00,92
12593.0,2011-08-23 12:43:00,109
12594.0,2011-11-02 12:20:00,38
12595.0,2010-07-23 09:10:00,505
12596.0,2011-10-19 13:02:00,51
12597.0,2011-11-20 13:33:00,19
12598.0,2011-11-30 12:18:00,10
12599.0,2011-11-10 13:34:00,29
12600.0,2011-11-11 10:29:00,29
12601.0,2011-06-03 10:17:00,190
12602.0,2011-10-12 11:22:00,59
12603.0,2011-11-18 10:42:00,22
12604.0,2011-09-21 14:08:00,79
12605.0,2010-11-28 14:18:00,376
12607.0,2011-10-10 16:06:00,60
12608.0,2010-10-31 10:49:00,405
12609.0,2011-09-22 16:34:00,78
12610.0,2011-11-17 09:34:00,23
12611.0,2011-10-18 13:12:00,52
12612.0,2011-09-26 15:35:00,74
12613.0,2011-10-13 14:59:00,57
12614.0,2011-03-07 10:22:00,278
12615.0,2011-12-07 15:02:00,2
12616.0,2011-09-05 15:17:00,95
12617.0,2011-11-10 14:39:00,29
12618.0,2011-11-18 11:10:00,22
12619.0,2011-11-23 14:52:00,16
12620.0,2011-11-25 10:20:00,15
12621.0,2011-12-08 11:25:00,2
12622.0,2011-04-21 16:39:00,232
12623.0,2011-03-08 13:50:00,276
12624.0,2011-08-25 15:04:00,106
12625.0,2011-05-12 09:54:00,212
12626.0,2011-11-16 16:06:00,23
12627.0,2011-11-29 12:07:00,11
12628.0,2011-12-05 13:15:00,4
12629.0,2010-11-19 09:18:00,386
12630.0,2011-11-30 10:48:00,10
12631.0,2011-10-13 13:53:00,57
12632.0,2010-07-07 09:39:00,521
12633.0,2011-10-12 11:40:00,59
12634.0,2010-06-09 15:41:00,548
12635.0,2011-09-11 11:04:00,90
12637.0,2011-10-03 13:46:00,67
12638.0,2011-11-06 13:11:00,33
12639.0,2011-04-15 12:48:00,239
12640.0,2011-11-16 11:52:00,24
12641.0,2011-08-16 13:26:00,115
12642.0,2011-11-14 15:03:00,25
12643.0,2011-08-03 12:56:00,128
12644.0,2011-08-02 10:33:00,130
12645.0,2011-11-06 12:38:00,34
12646.0,2011-12-05 10:14:00,5
12647.0,2011-11-17 12:56:00,22
12648.0,2011-07-08 11:55:00,155
12649.0,2011-08-24 14:41:00,107
12650.0,2011-12-06 16:34:00,3
12651.0,2011-01-09 12:46:00,335
12652.0,2011-01-12 15:00:00,331
12653.0,2011-07-14 10:41:00,149
12654.0,2011-11-29 10:10:00,11
12655.0,2010-10-12 09:17:00,424
12656.0,2011-11-22 13:42:00,17
12657.0,2011-11-28 15:47:00,11
12658.0,2011-11-21 10:22:00,19
12659.0,2011-11-10 11:53:00,30
12660.0,2011-11-28 13:26:00,11
12661.0,2010-09-29 16:46:00,436
12662.0,2011-12-09 11:59:00,1
12663.0,2010-03-25 09:40:00,625
12664.0,2011-12-01 17:07:00,8
12665.0,2011-01-19 08:34:00,325
12666.0,2010-11-10 16:40:00,394
12667.0,2011-10-12 17:00:00,58
12668.0,2011-11-28 10:56:00,12
12669.0,2011-07-12 09:54:00,151
12670.0,2011-11-29 15:23:00,10
12671.0,2010-04-12 16:30:00,606
12672.0,2011-01-14 09:20:00,330
12673.0,2011-12-04 13:55:00,5
12674.0,2011-11-01 12:12:00,39
12675.0,2010-06-04 09:49:00,554
12676.0,2011-11-15 12:25:00,25
12677.0,2010-06-02 14:30:00,555
12678.0,2011-10-28 13:04:00,42
12679.0,2011-10-12 12:30:00,59
12680.0,2011-12-09 12:50:00,1
12681.0,2011-11-25 11:33:00,15
12682.0,2011-12-06 10:00:00,4
12683.0,2011-12-05 16:28:00,4
12684.0,2011-12-02 09:53:00,8
12685.0,2011-11-11 13:46:00,28
12686.0,2010-12-03 09:51:00,372
12687.0,2010-08-16 12:12:00,481
12688.0,2011-08-18 08:49:00,114
12689.0,2011-11-14 08:31:00,26
12690.0,2011-05-18 09:09:00,206
12691.0,2011-11-11 16:49:00,28
12692.0,2010-03-12 14:02:00,637
12693.0,2011-08-04 17:51:00,127
12694.0,2011-09-30 13:06:00,70
12695.0,2011-12-02 13:22:00,7
12696.0,2010-10-01 10:43:00,435
12697.0,2011-11-11 08:47:00,29
12698.0,2010-04-28 15:51:00,590
12699.0,2010-10-18 12:07:00,418
12700.0,2011-12-02 10:47:00,8
12701.0,2011-09-21 10:47:00,80
12702.0,2011-11-20 10:36:00,20
12703.0,2011-09-29 17:52:00,71
12704.0,2011-12-02 13:15:00,7
12705.0,2011-11-24 13:17:00,15
12707.0,2011-02-21 08:38:00,292
12708.0,2011-11-10 09:52:00,30
12709.0,2011-11-24 15:38:00,15
12710.0,2011-09-04 12:00:00,97
12711.0,2010-04-07 11:59:00,612
12712.0,2011-11-11 08:19:00,29
12713.0,2011-12-09 12:16:00,1
12714.0,2011-11-30 15:43:00,9
12715.0,2011-08-25 15:22:00,106
12716.0,2011-12-06 08:55:00,4
12717.0,2011-07-11 14:47:00,151
12718.0,2011-09-29 16:38:00,71
12719.0,2011-12-04 13:45:00,5
12720.0,2011-12-07 08:03:00,3
12721.0,2011-11-08 12:13:00,32
12722.0,2011-09-15 14:50:00,85
12723.0,2011-12-06 10:19:00,4
12724.0,2011-12-04 16:02:00,5
12725.0,2010-12-03 15:45:00,371
12726.0,2011-11-11 13:35:00,28
12727.0,2011-11-29 11:46:00,11
12728.0,2011-09-29 15:31:00,71
12729.0,2011-08-18 11:40:00,114
12730.0,2010-07-06 12:19:00,522
12731.0,2011-11-16 11:59:00,24
12732.0,2011-06-13 11:33:00,180
12733.0,2011-04-19 16:19:00,234
12734.0,2010-12-22 12:47:00,353
12735.0,2011-01-28 13:37:00,315
12736.0,2011-01-11 07:57:00,333
12737.0,2010-07-29 12:27:00,499
12738.0,2010-12-02 18:27:00,372
12739.0,2011-09-01 17:45:00,99
12740.0,2011-10-07 10:44:00,64
12741.0,2010-06-24 16:24:00,533
12742.0,2010-03-24 12:43:00,626
12743.0,2011-07-28 16:21:00,134
12744.0,2011-10-14 14:54:00,56
12745.0,2010-08-10 10:14:00,487
12746.0,2010-06-17 10:41:00,541
12747.0,2011-12-07 14:34:00,2
12748.0,2011-12-09 12:20:00,1
12749.0,2011-12-06 09:56:00,4
12750.0,2011-08-03 09:13:00,129
12751.0,2010-09-21 12:49:00,445
12752.0,2011-09-19 13:32:00,81
12753.0,2011-11-17 10:52:00,23
12754.0,2011-04-18 09:00:00,236
12755.0,2011-03-04 12:42:00,281
12756.0,2011-09-14 09:31:00,87
12757.0,2011-11-24 12:30:00,16
12758.0,2011-08-15 10:22:00,117
12759.0,2011-10-18 14:49:00,52
12760.0,2010-09-10 08:50:00,456
12761.0,2010-09-01 10:47:00,465
12762.0,2011-12-02 10:23:00,8
12763.0,2011-07-24 14:12:00,138
12764.0,2011-01-27 10:19:00,317
12765.0,2010-08-24 13:51:00,472
12766.0,2011-12-06 08:46:00,4
12767.0,2010-11-29 09:38:00,376
12768.0,2010-09-15 12:08:00,451
12769.0,2011-04-15 10:25:00,239
12770.0,2011-05-13 09:33:00,211
12771.0,2010-08-11 11:51:00,486
12772.0,2011-10-11 09:19:00,60
12773.0,2010-05-24 17:30:00,564
12774.0,2010-06-22 10:38:00,536
12775.0,2011-11-22 16:33:00,17
12776.0,2010-02-10 12:11:00,668
12777.0,2010-09-08 11:35:00,458
12778.0,2011-11-20 11:30:00,20
12779.0,2011-11-02 11:43:00,38
12780.0,2010-04-20 09:40:00,599
12781.0,2011-10-07 10:37:00,64
12782.0,2011-12-05 09:16:00,5
12783.0,2011-12-07 15:56:00,2
12784.0,2011-11-24 12:53:00,15
12785.0,2010-12-10 13:48:00,364
12786.0,2010-04-09 12:12:00,610
12787.0,2011-11-30 08:44:00,10
12788.0,2010-09-02 14:21:00,463
12789.0,2011-10-05 13:34:00,65
12790.0,2011-05-31 14:14:00,192
12791.0,2010-12-01 11:27:00,374
12792.0,2011-03-28 11:36:00,257
12793.0,2011-01-09 12:12:00,335
12794.0,2011-10-17 14:54:00,53
12795.0,2011-11-21 10:27:00,19
12796.0,2010-03-21 15:49:00,628
12797.0,2010-12-09 10:55:00,366
12798.0,2011-11-29 15:52:00,10
12799.0,2010-06-28 15:57:00,529
12800.0,2010-08-26 14:11:00,470
12801.0,2010-07-27 09:38:00,501
12802.0,2011-06-06 09:36:00,187
12803.0,2010-11-11 14:57:00,393
12804.0,2010-08-31 11:58:00,466
12805.0,2010-11-23 12:27:00,382
12806.0,2010-05-16 13:49:00,572
12807.0,2010-11-21 14:21:00,383
12808.0,2011-11-03 10:05:00,37
12809.0,2011-06-15 10:51:00,178
12810.0,2010-06-23 10:53:00,535
12811.0,2011-03-23 10:55:00,262
12812.0,2011-10-26 09:54:00,45
12813.0,2010-07-26 09:50:00,502
12814.0,2011-08-30 12:11:00,102
12815.0,2011-07-15 10:21:00,148
12816.0,2011-09-05 12:41:00,96
12817.0,2011-03-03 16:28:00,281
12818.0,2011-03-23 12:06:00,262
12819.0,2010-09-07 15:20:00,458
12820.0,2011-12-06 15:12:00,3
12821.0,2011-05-09 15:51:00,214
12822.0,2011-09-30 10:04:00,71
12823.0,2011-09-26 07:35:00,75
12824.0,2011-10-11 12:49:00,60
12825.0,2010-07-06 13:56:00,521
12826.0,2011-12-07 10:25:00,3
12827.0,2011-12-04 12:17:00,6
12828.0,2011-12-07 08:45:00,3
12829.0,2011-01-07 11:13:00,337
12830.0,2011-11-02 11:54:00,38
12831.0,2011-03-22 13:02:00,262
12832.0,2011-11-07 13:30:00,32
12833.0,2011-07-17 13:46:00,145
12834.0,2011-03-02 09:49:00,283
12835.0,2010-10-08 10:59:00,428
12836.0,2011-10-11 15:10:00,59
12837.0,2011-06-19 16:07:00,173
12838.0,2011-11-06 12:20:00,34
12839.0,2011-12-07 12:33:00,3
12840.0,2011-07-19 09:29:00,144
12841.0,2011-12-05 11:13:00,5
12842.0,2011-09-30 15:33:00,70
12843.0,2011-10-05 12:09:00,66
12844.0,2011-11-10 13:31:00,29
12845.0,2011-03-17 13:34:00,267
12847.0,2011-11-17 13:16:00,22
12848.0,2010-02-02 12:45:00,676
12849.0,2011-11-08 13:41:00,31
12850.0,2010-09-20 12:26:00,446
12851.0,2011-09-04 12:41:00,97
12852.0,2011-02-18 08:47:00,295
12853.0,2011-07-28 11:29:00,135
12854.0,2011-09-22 12:15:00,79
12855.0,2010-12-02 09:37:00,373
12856.0,2011-12-02 10:52:00,8
12857.0,2011-05-13 10:20:00,211
12858.0,2010-11-21 12:55:00,383
12859.0,2010-09-07 12:20:00,459
12860.0,2010-01-15 15:22:00,693
12861.0,2010-03-30 11:39:00,620
12862.0,2010-10-10 11:47:00,426
12863.0,2011-10-18 14:15:00,52
12864.0,2011-07-24 13:03:00,138
12865.0,2011-11-13 14:31:00,26
12866.0,2011-03-01 14:11:00,283
12867.0,2011-11-13 15:30:00,26
12868.0,2011-06-07 10:42:00,186
12869.0,2010-01-27 12:10:00,682
12870.0,2010-11-29 13:42:00,375
12871.0,2011-09-16 15:07:00,84
12872.0,2011-01-17 10:52:00,327
12873.0,2011-03-02 14:58:00,282
12874.0,2010-11-19 15:23:00,385
12875.0,2011-07-19 15:30:00,143
12876.0,2011-10-13 12:26:00,58
12877.0,2011-12-06 10:30:00,4
12878.0,2011-04-17 13:07:00,236
12879.0,2011-10-26 12:24:00,45
12880.0,2010-11-23 10:50:00,382
12881.0,2011-03-09 11:44:00,276
12882.0,2011-11-30 16:18:00,9
12883.0,2011-11-15 09:32:00,25
12884.0,2011-09-12 13:10:00,88
12885.0,2011-10-07 13:40:00,63
12886.0,2011-10-03 10:09:00,68
12887.0,2010-11-21 11:18:00,384
12888.0,2011-05-09 16:02:00,214
12889.0,2010-11-23 16:08:00,381
12890.0,2011-11-15 17:26:00,24
12891.0,2011-06-07 12:31:00,186
12892.0,2010-11-08 09:51:00,397
12893.0,2011-11-09 12:34:00,31
12894.0,2010-05-13 14:47:00,575
12895.0,2011-10-28 13:51:00,42
12897.0,2011-05-19 12:13:00,205
12898.0,2010-09-02 08:08:00,464
12899.0,2010-10-22 09:53:00,414
12900.0,2010-10-13 15:17:00,422
12901.0,2011-12-01 10:07:00,9
12902.0,2011-03-20 12:06:00,265
12903.0,2010-10-07 12:39:00,429
12904.0,2011-11-21 14:34:00,18
12905.0,2010-05-12 10:05:00,577
12906.0,2011-11-28 09:55:00,12
12907.0,2010-11-09 12:08:00,396
12908.0,2011-06-16 15:39:00,176
12909.0,2011-10-31 12:43:00,40
12910.0,2011-11-16 14:28:00,23
12911.0,2010-06-06 12:13:00,552
12912.0,2011-12-07 08:55:00,3
12913.0,2011-12-05 12:11:00,5
12914.0,2010-11-04 12:28:00,401
12915.0,2011-07-14 11:34:00,149
12916.0,2011-07-24 10:35:00,139
12917.0,2011-08-03 16:42:00,128
12919.0,2011-12-01 13:47:00,8
12920.0,2011-11-22 15:05:00,17
12921.0,2011-11-30 16:22:00,9
12922.0,2011-07-01 15:35:00,161
12923.0,2011-10-06 16:20:00,64
12924.0,2011-09-12 13:55:00,88
12925.0,2011-12-05 11:11:00,5
12926.0,2010-10-24 15:57:00,411
12927.0,2010-11-10 10:02:00,395
12928.0,2011-11-04 14:24:00,35
12929.0,2011-02-01 12:08:00,312
12930.0,2011-09-22 15:18:00,78
12931.0,2011-11-18 12:39:00,22
12932.0,2010-06-18 14:22:00,539
12933.0,2011-11-15 16:38:00,24
12934.0,2009-12-03 10:51:00,737
12935.0,2011-12-07 17:25:00,2
12936.0,2011-11-22 17:32:00,17
12937.0,2011-11-24 15:05:00,15
12938.0,2011-11-14 11:21:00,26
12939.0,2011-10-06 14:33:00,64
12940.0,2011-10-16 12:09:00,55
12941.0,2009-12-15 13:12:00,724
12942.0,2011-07-31 14:39:00,131
12943.0,2010-05-30 13:52:00,558
12944.0,2011-11-04 11:04:00,36
12945.0,2011-02-24 14:15:00,288
12946.0,2010-09-29 10:14:00,437
12947.0,2011-07-19 10:06:00,144
12948.0,2011-11-23 17:10:00,16
12949.0,2011-11-09 11:25:00,31
12950.0,2011-12-07 13:17:00,2
12951.0,2011-12-01 12:14:00,9
12952.0,2011-12-04 10:35:00,6
12953.0,2011-11-30 09:24:00,10
12954.0,2010-03-11 10:16:00,639
12955.0,2011-12-08 16:29:00,1
12956.0,2011-02-06 16:08:00,306
12957.0,2011-11-30 09:53:00,10
12958.0,2010-11-04 16:16:00,400
12959.0,2010-08-12 17:20:00,484
12960.0,2010-10-22 09:31:00,414
12961.0,2010-11-25 16:44:00,379
12962.0,2011-12-02 15:55:00,7
12963.0,2011-12-01 12:55:00,8
12964.0,2010-09-28 17:47:00,437
12965.0,2011-09-11 15:31:00,89
12966.0,2011-11-30 12:38:00,10
12967.0,2010-12-16 19:10:00,358
12968.0,2011-08-19 15:44:00,112
12969.0,2010-04-16 10:50:00,603
12970.0,2011-12-02 14:30:00,7
12971.0,2011-12-06 12:20:00,4
12972.0,2010-10-22 08:41:00,414
12973.0,2010-10-22 10:14:00,414
12974.0,2011-05-26 09:33:00,198
12975.0,2010-09-29 09:46:00,437
12976.0,2011-05-12 09:55:00,212
12977.0,2011-07-06 16:40:00,156
12978.0,2010-11-19 14:29:00,385
12979.0,2009-12-10 15:45:00,729
12980.0,2011-07-05 09:34:00,158
12981.0,2011-11-10 12:00:00,30
12982.0,2011-04-11 11:51:00,243
12983.0,2010-04-20 12:58:00,598
12984.0,2011-11-21 12:37:00,19
12985.0,2011-12-09 10:46:00,1
12986.0,2010-10-07 11:57:00,429
12987.0,2011-09-27 12:03:00,74
12988.0,2011-02-20 14:31:00,292
12989.0,2011-12-06 15:28:00,3
12990.0,2011-11-08 13:01:00,31
12991.0,2011-11-16 15:34:00,23
12992.0,2009-12-14 16:46:00,725
12993.0,2011-11-16 15:49:00,23
12994.0,2011-12-05 15:43:00,4
12995.0,2011-09-15 15:44:00,85
12996.0,2010-11-29 09:27:00,376
12997.0,2011-11-17 15:47:00,22
12998.0,2010-08-04 08:05:00,493
12999.0,2011-05-27 13:24:00,196
13000.0,2011-08-25 10:43:00,107
13001.0,2011-12-05 14:51:00,4
13002.0,2011-01-25 15:18:00,318
13003.0,2011-08-26 10:50:00,106
13004.0,2011-11-28 11:27:00,12
13005.0,2011-06-19 10:53:00,174
13006.0,2011-10-14 13:49:00,56
13007.0,2010-05-09 10:38:00,580
13008.0,2011-01-20 14:24:00,323
13009.0,2010-02-05 12:22:00,673
13010.0,2010-11-30 15:09:00,374
13011.0,2010-12-02 17:22:00,372
13012.0,2011-11-30 13:05:00,9
13013.0,2011-12-08 15:01:00,1
13014.0,2011-11-29 12:27:00,11
13015.0,2011-10-17 13:19:00,53
13016.0,2011-09-27 14:08:00,73
13017.0,2011-12-02 15:53:00,7
13018.0,2011-11-23 13:28:00,16
13019.0,2010-11-25 14:56:00,379
13020.0,2010-05-26 11:12:00,563
13021.0,2011-12-05 16:37:00,4
13022.0,2010-10-06 10:50:00,430
13023.0,2011-10-06 16:27:00,64
13024.0,2010-08-26 09:42:00,471
13025.0,2009-12-08 10:02:00,732
13026.0,2011-12-08 16:58:00,1
13027.0,2011-08-18 09:39:00,114
13028.0,2011-11-17 11:10:00,23
13029.0,2011-11-09 09:13:00,31
13030.0,2011-11-28 14:30:00,11
13031.0,2010-10-28 15:34:00,407
13032.0,2011-10-18 15:54:00,52
13033.0,2010-12-17 14:23:00,357
13034.0,2011-10-16 12:21:00,55
13035.0,2011-09-27 08:57:00,74
13036.0,2010-01-24 11:35:00,685
13037.0,2011-07-24 15:46:00,138
13038.0,2011-09-20 14:37:00,80
13039.0,2010-05-04 16:45:00,584
13040.0,2011-12-01 10:38:00,9
13041.0,2010-09-15 11:44:00,451
13042.0,2010-04-20 13:43:00,598
13043.0,2011-03-11 14:52:00,273
13044.0,2011-02-21 15:20:00,291
13045.0,2011-09-01 15:04:00,99
13046.0,2011-11-09 08:36:00,31
13047.0,2011-10-14 11:15:00,57
13048.0,2011-11-25 13:23:00,14
13049.0,2011-10-06 15:31:00,64
13050.0,2011-11-25 09:18:00,15
13051.0,2010-05-10 09:14:00,579
13052.0,2011-05-11 14:12:00,212
13053.0,2010-03-28 11:28:00,622
13055.0,2011-09-22 14:26:00,78
