Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
489597,20783,HEART EAR MUFF HEADPHONES,1,2009-12-01 14:28:00,11.26,,United Kingdom
489597,20798,CLEAR MILKSHAKE GLASS,3,2009-12-01 14:28:00,4.3,,United Kingdom
489597,20799,PINK MILKSHAKE GLASS,3,2009-12-01 14:28:00,4.3,,United Kingdom
489597,20825,GOLD WINE GLASS,1,2009-12-01 14:28:00,26.04,,United Kingdom
489597,20828,GLITTER BUTTERFLY CLIPS,1,2009-12-01 14:28:00,5.17,,United Kingdom
489597,20832,RED FLOCK LOVE HEART PHOTO FRAME,1,2009-12-01 14:28:00,1.7,,United Kingdom
489597,20863,BLUE PATCH PENCIL CASE PINK HEART,1,2009-12-01 14:28:00,4.3,,United Kingdom
489597,20865,PATCHWORK PENCIL CASE BUTTERFLY ,2,2009-12-01 14:28:00,4.3,,United Kingdom
489597,20866,BLUE ROSE FABRIC MIRROR,2,2009-12-01 14:28:00,2.57,,United Kingdom
489597,20886,BOX OF 9 PEBBLE CANDLES,1,2009-12-01 14:28:00,4.3,,United Kingdom
489597,20888,SET 3 JARDIN DE FEMME SCENT CANDLES,1,2009-12-01 14:28:00,6.04,,United Kingdom
489597,20897,VINTAGE NOTEBOOK PARIS DAYS,1,2009-12-01 14:28:00,6.04,,United Kingdom
489597,20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,1,2009-12-01 14:28:00,13.0,,United Kingdom
489597,20914,SET/5 RED SPOTTY LID GLASS BOWLS,1,2009-12-01 14:28:00,6.04,,United Kingdom
489597,20940,SET/6 GARDEN GNOME T-LIGHT CANDLES,1,2009-12-01 14:28:00,6.04,,United Kingdom
489597,20961,STRAWBERRY BATH SPONGE ,2,2009-12-01 14:28:00,2.57,,United Kingdom
489597,20966,SANDWICH BATH SPONGE,3,2009-12-01 14:28:00,2.57,,United Kingdom
489597,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1,2009-12-01 14:28:00,7.78,,United Kingdom
489597,20972,PINK CREAM FELT CRAFT TRINKET BOX ,1,2009-12-01 14:28:00,2.57,,United Kingdom
489597,20974,12 PENCILS SMALL TUBE SKULL,1,2009-12-01 14:28:00,1.3,,United Kingdom
489597,20975,12 PENCILS SMALL TUBE RED SPOTTY,1,2009-12-01 14:28:00,1.3,,United Kingdom
489597,20977,36 PENCILS TUBE WOODLAND,5,2009-12-01 14:28:00,2.57,,United Kingdom
489597,20978,36 PENCILS TUBE SKULLS,1,2009-12-01 14:28:00,2.57,,United Kingdom
489597,20979,36 PENCILS TUBE RED SPOTTY,3,2009-12-01 14:28:00,2.57,,United Kingdom
489597,20980,36 PENCILS TUBE POSY,1,2009-12-01 14:28:00,2.57,,United Kingdom
489597,20981,12 PENCILS TALL TUBE WOODLAND,3,2009-12-01 14:28:00,1.7,,United Kingdom
489597,20982,12 PENCILS TALL TUBE SKULLS,2,2009-12-01 14:28:00,1.7,,United Kingdom
489597,20983,12 PENCILS TALL TUBE RED SPOTTY,1,2009-12-01 14:28:00,1.7,,United Kingdom
489597,20984,12 PENCILS TALL TUBE POSY,1,2009-12-01 14:28:00,1.7,,United Kingdom
489597,20987,GEISHA GIRL CHOPSTICKS SET/5,1,2009-12-01 14:28:00,4.3,,United Kingdom
489597,20991,JAZZ HEARTS MAGNETIC MEMO PAD,1,2009-12-01 14:28:00,1.3,,United Kingdom
489597,21012,ANTIQUE ALL GLASS CANDLESTICK,1,2009-12-01 14:28:00,4.3,,United Kingdom
489597,21025,SPACE FROG,1,2009-12-01 14:28:00,2.57,,United Kingdom
489597,21035,SET/2 RED SPOTTY TEA TOWELS ,1,2009-12-01 14:28:00,6.04,,United Kingdom
489597,21055,TOOL BOX SOFT TOY ,1,2009-12-01 14:28:00,17.35,,United Kingdom
489597,21058,PARTY INVITES WOODLAND,3,2009-12-01 14:28:00,1.7,,United Kingdom
489597,21064,BOOM BOX SPEAKER BOYS,1,2009-12-01 14:28:00,12.13,,United Kingdom
489597,21069,VINTAGE BILLBOARD TEA MUG,1,2009-12-01 14:28:00,2.57,,United Kingdom
489597,21071,VINTAGE BILLBOARD DRINK ME MUG,4,2009-12-01 14:28:00,2.57,,United Kingdom
489597,21080,SET/20 RED SPOTTY PAPER NAPKINS ,2,2009-12-01 14:28:00,1.7,,United Kingdom
489597,21098,CHRISTMAS TOILET ROLL,14,2009-12-01 14:28:00,2.57,,United Kingdom
489597,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,5,2009-12-01 14:28:00,5.17,,United Kingdom
489597,21110,LARGE CAKE TOWEL PINK SPOTS,1,2009-12-01 14:28:00,13.87,,United Kingdom
489597,21115,ROSE CARAVAN DOORSTOP,1,2009-12-01 14:28:00,14.74,,United Kingdom
489597,21116,OWL DOORSTOP,3,2009-12-01 14:28:00,8.65,,United Kingdom
489597,21122,SET/10 PINK SPOTTY PARTY CANDLES,1,2009-12-01 14:28:00,2.57,,United Kingdom
489597,21124,SET/10 BLUE SPOTTY PARTY CANDLES,1,2009-12-01 14:28:00,2.57,,United Kingdom
489597,21134,VICTORIAN METAL POSTCARD CHRISTMAS,1,2009-12-01 14:28:00,26.04,,United Kingdom
489597,21143,ANTIQUE GLASS HEART DECORATION ,1,2009-12-01 14:28:00,4.3,,United Kingdom
489597,21145,ANTIQUE GLASS PLACE SETTING,1,2009-12-01 14:28:00,14.74,,United Kingdom
489597,21154,RED SPOTTY OVEN GLOVE ,2,2009-12-01 14:28:00,2.57,,United Kingdom
489597,21160,KEEP OUT GIRLS DOOR HANGER ,1,2009-12-01 14:28:00,3.43,,United Kingdom
489597,21164,HOME SWEET HOME METAL SIGN ,1,2009-12-01 14:28:00,6.04,,United Kingdom
489597,21165,BEWARE OF THE CAT METAL SIGN ,2,2009-12-01 14:28:00,4.3,,United Kingdom
489597,21173,LOO ROLL  METAL SIGN ,1,2009-12-01 14:28:00,4.3,,United Kingdom
489597,21174,POTTERING IN THE SHED METAL SIGN,3,2009-12-01 14:28:00,4.3,,United Kingdom
489597,21175,GIN + TONIC DIET METAL SIGN,2,2009-12-01 14:28:00,4.3,,United Kingdom
489597,21181,PLEASE ONE PERSON  METAL SIGN,1,2009-12-01 14:28:00,4.3,,United Kingdom
489597,21185, HOME SWEET HOME  BLACKBOARD,2,2009-12-01 14:28:00,13.0,,United Kingdom
489597,21191,LARGE WHITE HONEYCOMB PAPER BELL  ,3,2009-12-01 14:28:00,4.3,,United Kingdom
489597,21198,WHITE HEART CONFETTI IN TUBE,1,2009-12-01 14:28:00,3.43,,United Kingdom
489597,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,3,2009-12-01 14:28:00,3.04,,United Kingdom
489597,21212,PACK OF 72 RETRO SPOT CAKE CASES,18,2009-12-01 14:28:00,1.3,,United Kingdom
489597,21213,PACK OF 72 SKULL CAKE CASES,1,2009-12-01 14:28:00,1.3,,United Kingdom
489597,21218,RED SPOTTY BISCUIT TIN,1,2009-12-01 14:28:00,8.65,,United Kingdom
489597,21231,SWEETHEART CERAMIC TRINKET BOX,13,2009-12-01 14:28:00,2.57,,United Kingdom
489597,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2009-12-01 14:28:00,2.57,,United Kingdom
489597,21242,RED SPOTTY PLATE ,6,2009-12-01 14:28:00,3.43,,United Kingdom
489597,21249,WOODLAND  HEIGHT CHART STICKERS ,2,2009-12-01 14:28:00,6.04,,United Kingdom
489597,21251,DINOSAUR HEIGHT CHART STICKER SET,2,2009-12-01 14:28:00,6.04,,United Kingdom
489597,21255,"FRENCH BOTTLE , LAVENDER",1,2009-12-01 14:28:00,3.43,,United Kingdom
489597,21256,"FRENCH BOTTLE, BRASSERIE DES ARTIST",2,2009-12-01 14:28:00,3.43,,United Kingdom
489597,21259,VICTORIAN SEWING BOX SMALL ,1,2009-12-01 14:28:00,13.0,,United Kingdom
489597,21266,VINTAGE SILVER TINSEL REEL,1,2009-12-01 14:28:00,4.3,,United Kingdom
489597,21283,NATURAL BARK CANDLE SMALL,1,2009-12-01 14:28:00,6.91,,United Kingdom
489597,21284,RETRO SPOT CANDLE  SMALL,1,2009-12-01 14:28:00,3.43,,United Kingdom
489597,21291,SMALL SPOTTY CHOCOLATE GIFT BAG ,3,2009-12-01 14:28:00,1.7,,United Kingdom
489597,21314,SMALL GLASS HEART TRINKET POT,4,2009-12-01 14:28:00,4.3,,United Kingdom
489597,21328,BALLOONS  WRITING SET ,1,2009-12-01 14:28:00,3.43,,United Kingdom
489597,21329,DINOSAURS  WRITING SET ,6,2009-12-01 14:28:00,3.43,,United Kingdom
489597,21330,WOODLAND ANIMAL  WRITING SET ,2,2009-12-01 14:28:00,3.43,,United Kingdom
489597,21348,PINK SPOTS CHOCOLATE NESTING BOXES ,1,2009-12-01 14:28:00,6.04,,United Kingdom
489597,21356,TOAST ITS - FAIRY FLOWER,2,2009-12-01 14:28:00,2.57,,United Kingdom
489597,21357,TOAST ITS - DINOSAUR,4,2009-12-01 14:28:00,2.57,,United Kingdom
489597,21379, CAMPHOR WOOD PORTOBELLO MUSHROOM,1,2009-12-01 14:28:00,2.57,,United Kingdom
489597,21396,RED SPOTTY EGG CUP ,7,2009-12-01 14:28:00,3.43,,United Kingdom
489597,21412,VINTAGE GOLD TINSEL REEL,1,2009-12-01 14:28:00,4.3,,United Kingdom
489597,21429,RED GINGHAM ROSE JEWELLERY BOX,1,2009-12-01 14:28:00,3.43,,United Kingdom
489597,21431,GREEN GINGHAM FLOWER JEWELLERY BOX,1,2009-12-01 14:28:00,3.43,,United Kingdom
489597,21444,BLUE CHALET BIRDFEEDER,1,2009-12-01 14:28:00,7.78,,United Kingdom
489597,21445,12 PINK ROSE PEG PLACE SETTINGS,1,2009-12-01 14:28:00,2.57,,United Kingdom
489597,21479,WHITE SKULL HOT WATER BOTTLE ,1,2009-12-01 14:28:00,7.78,,United Kingdom
489597,21480,PINK STRIPE HOT WATER BOTTLE,1,2009-12-01 14:28:00,6.04,,United Kingdom
489597,21481,FAWN BLUE HOT WATER BOTTLE,2,2009-12-01 14:28:00,6.04,,United Kingdom
489597,21482,MUSHROOM BLUE HOT WATER BOTTLE,1,2009-12-01 14:28:00,6.04,,United Kingdom
489597,21485,RED SPOT HEART HOT WATER BOTTLE,1,2009-12-01 14:28:00,11.26,,United Kingdom
489597,21486,PINK HEART DOTS HOT WATER BOTTLE,3,2009-12-01 14:28:00,4.3,,United Kingdom
489597,21490,SET OF THREE 50'S GIFT WRAPS ,2,2009-12-01 14:28:00,4.3,,United Kingdom
489597,21491,SET OF THREE VINTAGE GIFT WRAPS,1,2009-12-01 14:28:00,4.3,,United Kingdom
489597,21493, VINTAGE DESIGN GIFT TAGS,4,2009-12-01 14:28:00,1.7,,United Kingdom
489597,21494,ROTATING LEAVES T-LIGHT HOLDER,1,2009-12-01 14:28:00,5.17,,United Kingdom
489597,21506,"FANCY FONT BIRTHDAY CARD, ",1,2009-12-01 14:28:00,0.86,,United Kingdom
489597,21519,GIN & TONIC DIET GREETING CARD ,1,2009-12-01 14:28:00,0.86,,United Kingdom
489597,21520,BOOZE & WOMEN GREETING CARD ,1,2009-12-01 14:28:00,0.86,,United Kingdom
489597,21524,SPOTTY  HOME SWEET HOME DOORMAT,1,2009-12-01 14:28:00,13.87,,United Kingdom
489597,21527,RETRO SPOT TRADITIONAL TEAPOT ,2,2009-12-01 14:28:00,17.35,,United Kingdom
489597,21529,RETRO SPOT CERAMIC TOASTRACK,3,2009-12-01 14:28:00,6.04,,United Kingdom
489597,21537,RETRO SPOTS PUDDING BOWL,2,2009-12-01 14:28:00,8.65,,United Kingdom
489597,21541,DINOSAURS WATER TRANSFER TATTOOS ,2,2009-12-01 14:28:00,1.7,,United Kingdom
489597,21542,WOODLAND WATER TRANSFER TATTOOS ,1,2009-12-01 14:28:00,1.7,,United Kingdom
489597,21543,BUTTERFLY WATER TRANSFER TATTOOS ,1,2009-12-01 14:28:00,1.7,,United Kingdom
489597,21544,SKULLS  WATER TRANSFER TATTOOS ,3,2009-12-01 14:28:00,1.7,,United Kingdom
489597,21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,1,2009-12-01 14:28:00,6.04,,United Kingdom
489597,21553,CERAMIC BIRDHOUSE FINCH BLUE  LARGE,1,2009-12-01 14:28:00,13.0,,United Kingdom
489597,21557,SET OF 6 FUNKY BEAKERS,5,2009-12-01 14:28:00,6.04,,United Kingdom
489597,21558,SKULL LUNCHBOX WITH CUTLERY ,4,2009-12-01 14:28:00,5.17,,United Kingdom
489597,21559,STRAWBERRY LUNCHBOX WITH CUTLERY,2,2009-12-01 14:28:00,5.17,,United Kingdom
489597,21577,SAVE THE PLANET COTTON TOTE BAG,1,2009-12-01 14:28:00,5.17,,United Kingdom
489597,21580,RABBIT  DESIGN  COTTON TOTE BAG,1,2009-12-01 14:28:00,5.17,,United Kingdom
489597,21581,SKULLS  DESIGN  COTTON TOTE BAG,2,2009-12-01 14:28:00,5.17,,United Kingdom
489597,21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,1,2009-12-01 14:28:00,6.04,,United Kingdom
489597,21622,VINTAGE UNION JACK CUSHION COVER,2,2009-12-01 14:28:00,13.87,,United Kingdom
489597,21625,VINTAGE UNION JACK APRON,1,2009-12-01 14:28:00,14.74,,United Kingdom
489597,21626,VINTAGE UNION JACK PENNANT,1,2009-12-01 14:28:00,4.3,,United Kingdom
489597,21638,ASSORTED TUTTI FRUTTI NOTEBOOK,5,2009-12-01 14:28:00,4.3,,United Kingdom
489597,21639,ASSORTED TUTTI FRUTTI KEYRING,5,2009-12-01 14:28:00,1.7,,United Kingdom
489597,21642,ASSORTED TUTTI FRUTTI PEN,1,2009-12-01 14:28:00,1.7,,United Kingdom
489597,21643,ASSORTED TUTTI FRUTTI MIRROR,2,2009-12-01 14:28:00,2.57,,United Kingdom
489597,21647,ASSORTED TUTTI FRUTTI LARGE PURSE,2,2009-12-01 14:28:00,4.3,,United Kingdom
489597,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,3,2009-12-01 14:28:00,2.57,,United Kingdom
489597,10123C,HEARTS WRAPPING TAPE ,3,2009-12-01 14:28:00,1.3,,United Kingdom
489597,10123G,ARMY CAMO WRAPPING TAPE,2,2009-12-01 14:28:00,1.7,,United Kingdom
489597,10125,MINI FUNKY DESIGN TAPES,1,2009-12-01 14:28:00,1.7,,United Kingdom
489597,11001,ASSTD DESIGN RACING CAR PEN,2,2009-12-01 14:28:00,3.43,,United Kingdom
489597,15034,PAPER POCKET TRAVELING FAN ,1,2009-12-01 14:28:00,0.83,,United Kingdom
489597,15044C,PURPLE PAPER PARASOL,1,2009-12-01 14:28:00,6.04,,United Kingdom
489597,15044D,RED PAPER PARASOL,3,2009-12-01 14:28:00,6.04,,United Kingdom
489597,15059A,ENGLISH ROSE EDWARDIAN PARASOL,2,2009-12-01 14:28:00,13.0,,United Kingdom
489597,16235,RECYCLED PENCIL WITH RABBIT ERASER,2,2009-12-01 14:28:00,0.43,,United Kingdom
489597,16237,SLEEPING CAT ERASERS,2,2009-12-01 14:28:00,0.43,,United Kingdom
489597,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2,2009-12-01 14:28:00,2.57,,United Kingdom
489597,21679,SKULLS  STICKERS,2,2009-12-01 14:28:00,1.7,,United Kingdom
489597,21680,WOODLAND  STICKERS,1,2009-12-01 14:28:00,1.7,,United Kingdom
489597,21687,SILVER PLATE CANDLE BOWL LARGE,1,2009-12-01 14:28:00,8.65,,United Kingdom
489597,21688,SILVER PLATE CANDLE BOWL SMALL,2,2009-12-01 14:28:00,6.04,,United Kingdom
489597,21694,SMALL REGAL  SILVER CANDLEPOT ,1,2009-12-01 14:28:00,6.04,,United Kingdom
489597,21700,BIG DOUGHNUT FRIDGE MAGNETS,1,2009-12-01 14:28:00,8.65,,United Kingdom
489597,21704,BAG 250g SWIRLY MARBLES,1,2009-12-01 14:28:00,1.7,,United Kingdom
489597,21719,LOVELY BONBON STICKER SHEET,2,2009-12-01 14:28:00,1.7,,United Kingdom
489597,21721,CANDY SHOP  STICKER SHEET,2,2009-12-01 14:28:00,1.7,,United Kingdom
489597,21722,SWEET PUDDING STICKER SHEET,2,2009-12-01 14:28:00,1.7,,United Kingdom
489597,21724,PANDA AND BUNNIES STICKER SHEET,1,2009-12-01 14:28:00,1.7,,United Kingdom
489597,21725,SWEETIES  STICKERS,1,2009-12-01 14:28:00,1.7,,United Kingdom
489597,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2009-12-01 14:28:00,10.39,,United Kingdom
489597,21731,RED TOADSTOOL LED NIGHT LIGHT,2,2009-12-01 14:28:00,3.43,,United Kingdom
489597,21733,RED HANGING HEART T-LIGHT HOLDER,2,2009-12-01 14:28:00,6.04,,United Kingdom
489597,21740,COSY SLIPPER SHOES LARGE RED,6,2009-12-01 14:28:00,6.04,,United Kingdom
489597,21741,COSY SLIPPER SHOES LARGE GREEN,1,2009-12-01 14:28:00,6.04,,United Kingdom
489597,21743,STAR PORTABLE TABLE LIGHT ,1,2009-12-01 14:28:00,6.04,,United Kingdom
489597,21746,SMALL RED SPOT  WINDMILL,4,2009-12-01 14:28:00,2.57,,United Kingdom
489597,21754,HOME BUILDING BLOCK WORD,1,2009-12-01 14:28:00,12.13,,United Kingdom
489597,21770,OPEN CLOSED METAL SIGN,1,2009-12-01 14:28:00,10.39,,United Kingdom
489597,21773,DECORATIVE ROSE BATHROOM BOTTLE,2,2009-12-01 14:28:00,2.57,,United Kingdom
489597,21781,MA CAMPAGNE CUTLERY BOX,1,2009-12-01 14:28:00,30.39,,United Kingdom
489597,21784,SHOE SHINE BOX ,3,2009-12-01 14:28:00,21.7,,United Kingdom
489597,21788,KIDS RAIN MAC BLUE,1,2009-12-01 14:28:00,1.7,,United Kingdom
489597,21790,VINTAGE SNAP CARDS,5,2009-12-01 14:28:00,1.7,,United Kingdom
489597,21791,VINTAGE HEADS AND TAILS CARD GAME ,4,2009-12-01 14:28:00,2.57,,United Kingdom
489597,21805,WHITE CHRISTMAS TREE DECORATION ,5,2009-12-01 14:28:00,0.87,,United Kingdom
489597,21806,WHITE CHRISTMAS HEART DECORATION,4,2009-12-01 14:28:00,0.87,,United Kingdom
489597,21807,WHITE CHRISTMAS STAR DECORATION,4,2009-12-01 14:28:00,0.87,,United Kingdom
489597,21808,"CHRISTMAS GARLAND STARS,TREES",1,2009-12-01 14:28:00,7.78,,United Kingdom
489597,21809,CHRISTMAS HANGING TREE WITH BELL,1,2009-12-01 14:28:00,2.57,,United Kingdom
489597,21812,GARLAND WITH HEARTS AND BELLS,1,2009-12-01 14:28:00,10.39,,United Kingdom
489597,21816,CHRISTMAS TREE T-LIGHT HOLDER,2,2009-12-01 14:28:00,3.04,,United Kingdom
